,household_id,person_id,survey_year,seattle_home,sample_county,hhsize,vehicle_count,hhincome_broad,hhincome_detailed,rent_own,numchildren,age,gender,employment,student,education,license,race_category,hh_race_category,commute_freq,prev_res_factors_housing_cost,prev_res_factors_income_change,prev_res_factors_community_chan,prev_res_factors_hh_size,prev_res_factors_more_space,prev_res_factors_less_space,prev_res_factors_employment,prev_res_factors_school,prev_res_factors_crime,prev_res_factors_quality,prev_res_factors_forced,prev_res_factors_no_answer,prev_res_factors_other,prev_res_factors_specify,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,home_fd,med_trav_time,pref_modes,diversity_food_cat,pct_fast_food,med_price,med_rating,rest_empl_pop,med_rest_inc,dist_from_home,rest:non_rest,nonrest_purp,meal
921,17129007,1712900701,2017,Home not in Seattle,King,1 person,2 vehicles,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Somewhat important,Somewhat important,Somewhat important,False,30.5,Walk,3.0,0.75,1.0,3.5,22377.75,105973.5,5.317222289684242,0.125,Work,Lunch
922,17129082,1712908201,2017,Home not in Seattle,King,3 people,2 vehicles,Prefer not to answer,Prefer not to answer,Own/paying mortgage,1,45-54 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Vocational/technical training,"Yes, has an intermediate or unrestricted license",White Only,Hispanic,,,,,,,,,,,,,,,,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Very important,Neither or N/A,Neither or N/A,Very important,False,12.5,HOV,3.0,0.0,2.0,3.95,23159.75,99798.5,5.394525620939257,0.11428571428571428,Home,Dinner
923,17129082,1712908202,2017,Home not in Seattle,King,3 people,2 vehicles,Prefer not to answer,Prefer not to answer,Own/paying mortgage,1,45-54 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Hispanic,Hispanic,,,,,,,,,,,,,,,,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Very important,Neither or N/A,Neither or N/A,Very important,False,19.5,HOV,2.0,0.0,2.0,3.95,37174.0,121478.0,6.0572510578839305,0.05714285714285714,Home,Dinner
924,17129082,1712908203,2017,Home not in Seattle,King,3 people,2 vehicles,Prefer not to answer,Prefer not to answer,Own/paying mortgage,1,12-15 years,Male,,,,,Child,Hispanic,,,,,,,,,,,,,,,,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Very important,Neither or N/A,Neither or N/A,Very important,False,12.5,HOV,3.0,0.0,2.0,3.85,23159.75,99798.5,5.394525620939257,0.15384615384615385,Home,Dinner
925,17129196,1712919602,2017,Home in Seattle,King,2 people,1 vehicle,"Under $25,000","$10,000-$24,999",Own/paying mortgage,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,African American,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Neither or N/A,Very important,Very important,Neither or N/A,Somewhat important,Very important,Neither or N/A,False,,,,,,,,,,,,
926,17129238,1712923801,2017,Home not in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,,,,,,,,,,,,,,,Very important,Very important,Very important,Neither or N/A,Very important,Very unimportant,Neither or N/A,Somewhat unimportant,Very important,False,10.0,Walk,1.0,0.0,2.0,3.9,2191.0,98698.0,0.7096233256542839,0.5,Home,Dinner
927,17129238,1712923802,2017,Home not in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Very important,Very important,Very important,Neither or N/A,Very important,Very unimportant,Neither or N/A,Somewhat unimportant,Very important,False,10.0,Walk,2.0,0.0,1.5,3.85,2191.0,98698.0,0.7096233256542839,,Home,Dinner
928,17129243,1712924301,2017,Home not in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Other,Other,4 days a week,,,,,,,,,,,,,,,Somewhat unimportant,Somewhat important,Somewhat important,Very unimportant,Somewhat important,Very unimportant,Somewhat unimportant,Very unimportant,Somewhat important,False,9.0,SOV,5.0,0.0,2.0,4.0,2224.0,96745.0,1.51532280832802,0.5833333333333334,Home,Other
929,17129278,1712927801,2017,Home in Seattle,King,2 people,0 (no vehicles),"$50,000-$74,999","$50,000-$74,999",Rent,1,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Somewhat unimportant,Very important,Very unimportant,Somewhat important,Somewhat unimportant,Very important,Very important,False,10.0,Walk,2.0,0.0,1.5,3.65,8295.5,114561.0,5.270551106521246,0.4,Work,Lunch
930,17129290,1712929001,2017,Home in Seattle,King,1 person,0 (no vehicles),"Under $25,000",Prefer not to answer,Rent,0,25-34 years,Another,Self-employed,"No, not a student",Some college,"No, does not have a license or permit",White Only,White Only,1 day a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very important,Somewhat important,Very unimportant,Very important,Very important,Very important,False,25.0,HOV,2.0,0.0,2.0,3.95,7778.0,69409.0,0.46004335051494494,0.6666666666666666,Home,Other
931,17129340,1712934001,2017,Home in Seattle,King,2 people,0 (no vehicles),"$50,000-$74,999","$50,000-$74,999",Rent,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Neither or N/A,Very unimportant,Somewhat important,Very unimportant,Very unimportant,Very important,Very important,False,6.0,Walk,4.0,0.0,2.0,4.05,33384.5,51732.5,0.3744943968579957,0.36363636363636365,Home,Lunch
932,17130452,1713045201,2017,Home not in Seattle,King,1 person,0 (no vehicles),"$100,000 or more","$150,000-$199,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Neither or N/A,Neither or N/A,Somewhat unimportant,Neither or N/A,Somewhat important,Very important,Very important,False,5.0,Walk,1.0,0.5,1.5,2.55,21498.0,92656.0,4.145563965158841,0.3333333333333333,Work,Lunch
933,17128623,1712862301,2017,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,,,,,,,,,,,,,,,,Neither or N/A,Very important,Neither or N/A,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat important,Somewhat important,Somewhat important,False,5.5,SOV,1.0,0.0,2.0,4.1,5984.0,51807.0,1.1832239584988549,1.0,Home,Other
934,17128199,1712819901,2017,Home in Seattle,King,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Very important,Very unimportant,Somewhat unimportant,Very unimportant,Somewhat unimportant,Very important,Very important,False,12.5,HOV,1.0,0.0,2.0,3.7,1416.5,88525.0,0.5068288811174809,2.0,Work,Dinner
935,17128239,1712823901,2017,Home in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Female,"Employed part time (fewer than 35 hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",Missing,Missing,3 days a week,,,,,,,,,,,,,,,Very important,Very important,Very unimportant,Neither or N/A,Somewhat important,Very unimportant,Somewhat important,Very important,Very important,False,5.0,Walk,2.0,0.0,2.0,4.4,1416.5,88525.0,0.08195776092512394,0.3333333333333333,Home,Breakfast
936,17128239,1712823902,2017,Home in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",Missing,Missing,4 days a week,,,,,,,,,,,,,,,Very important,Very important,Very unimportant,Neither or N/A,Somewhat important,Very unimportant,Somewhat important,Very important,Very important,False,12.5,Walk,4.0,0.0,1.0,3.75,2681.5,60586.0,0.31260940443263247,1.3333333333333333,Home,Other
937,17128251,1712825102,2017,Home not in Seattle,King,2 people,1 vehicle,Prefer not to answer,Prefer not to answer,Own/paying mortgage,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Missing,Missing,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Neither or N/A,Neither or N/A,Very unimportant,Neither or N/A,Neither or N/A,Very unimportant,Neither or N/A,False,,,,,,,,,,,,
938,17128254,1712825401,2017,Home in Seattle,King,3 people,3 vehicles,"$100,000 or more","$150,000-$199,999",Rent,0,65-74 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Very important,Neither or N/A,Neither or N/A,Very unimportant,Very important,Somewhat important,Somewhat important,False,15.0,SOV,2.0,0.0,2.0,3.85,3108.5,40938.0,2.5240165392399767,0.4,Home,Dinner
939,17130155,1713015501,2017,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,Asian,3 days a week,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Very important,Neither or N/A,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,False,12.0,Walk,2.0,0.0,2.0,3.0,7778.0,69409.0,0.5267333937075637,0.0967741935483871,Shop,Dinner
940,17128302,1712830201,2017,Home in Seattle,King,1 person,0 (no vehicles),"$75,000-$99,999","$75,000-$99,999",Rent,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Neither or N/A,Neither or N/A,Somewhat unimportant,Very unimportant,Somewhat unimportant,Somewhat important,Very important,False,6.5,Walk,3.0,0.0,1.5,3.5,12152.0,86810.0,0.05216968033154207,0.3076923076923077,Work,Lunch
941,17128318,1712831801,2017,Home not in Seattle,King,1 person,1 vehicle,"$25,000-$49,999","$35,000-$49,999",Rent,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very unimportant,Neither or N/A,Very unimportant,Somewhat important,Somewhat important,Somewhat important,False,10.0,Walk,8.0,0.0,2.0,3.9,2224.0,83739.0,0.2995247358098485,2.769230769230769,Home,Dinner
942,17128321,1712832101,2017,Home not in Seattle,King,1 person,0 (no vehicles),"Under $25,000",Prefer not to answer,Rent,0,25-34 years,Female,Not currently employed,Full-time student,Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat important,Very important,Somewhat important,False,13.0,HOV,5.0,0.0,2.0,3.7,3626.0,95764.0,2.666013916912232,0.5,Home,Other
943,17128325,1712832501,2017,Home in Seattle,King,4 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,2,45-54 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Very important,Neither or N/A,Somewhat unimportant,Neither or N/A,Somewhat important,Somewhat important,Very important,False,7.0,Walk,4.0,0.0,2.0,3.6500000000000004,4648.0,67860.0,1.9190105704427056,0.12903225806451613,Work,Lunch
944,17128325,1712832502,2017,Home in Seattle,King,4 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,2,45-54 years,Male,"Employed part time (fewer than 35 hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Very important,Neither or N/A,Somewhat unimportant,Neither or N/A,Somewhat important,Somewhat important,Very important,False,7.5,Bike,5.0,0.0,2.0,3.95,3626.0,101203.0,1.6391656774624117,0.375,Work,Lunch
945,17128325,1712832503,2017,Home in Seattle,King,4 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,2,12-15 years,Male,,,,,Child,White Only,,,,,,,,,,,,,,,,Very important,Somewhat important,Very important,Neither or N/A,Somewhat unimportant,Neither or N/A,Somewhat important,Somewhat important,Very important,False,30.0,Bike,2.0,0.0,2.0,4.05,3626.0,95764.0,2.0054957064615087,0.14285714285714285,School,Dinner
946,17128325,1712832504,2017,Home in Seattle,King,4 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,2,5-11 years,Male,,,,,Child,White Only,,,,,,,,,,,,,,,,Very important,Somewhat important,Very important,Neither or N/A,Somewhat unimportant,Neither or N/A,Somewhat important,Somewhat important,Very important,False,30.0,Bike,2.0,0.0,2.5,4.55,3626.0,95764.0,2.0054957064615087,0.11764705882352941,School,Dinner
947,17128430,1712843001,2017,Home not in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,45-54 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat unimportant,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Somewhat important,Very important,False,18.0,SOV,2.0,0.0,2.0,3.6999999999999997,5984.0,51807.0,3.9693341613620423,0.09523809523809523,Errand/Other,Lunch
948,17128445,1712844501,2017,Home in Seattle,King,1 person,0 (no vehicles),"$25,000-$49,999","$35,000-$49,999",Own/paying mortgage,0,55-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Very unimportant,Neither or N/A,Neither or N/A,Neither or N/A,Very unimportant,Very important,Very important,False,4.0,Walk,1.0,0.0,3.0,4.2,3530.0,26413.0,2.700790668455591,0.06451612903225806,Work,Other
949,17128448,1712844801,2017,Home in Seattle,King,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Neither or N/A,Very important,Very important,Very unimportant,Neither or N/A,Very unimportant,Somewhat important,Somewhat unimportant,Very important,False,25.0,SOV,2.0,0.5,2.0,3.4499999999999997,3530.0,26413.0,3.493110710611372,0.5,Errand/Other,Other
950,17128524,1712852401,2017,Home in Seattle,King,1 person,0 (no vehicles),"Under $25,000","$10,000-$24,999",Rent,0,18-24 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Full-time student,Some college,"Yes, has an intermediate or unrestricted license",Asian,Asian,Less than monthly,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very unimportant,Somewhat unimportant,Very unimportant,Neither or N/A,Somewhat important,Very important,False,55.0,Transit,1.0,1.0,2.0,2.8,6650.0,72155.0,3.3422889980085317,1.0,School,Other
951,17128573,1712857301,2017,Home not in Seattle,Pierce,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,0,25-34 years,Female,Homemaker,"No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Neither or N/A,Very important,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat important,Very important,Very important,Very important,True,22.5,HOV,1.0,0.5,2.0,3.25,1884.0,98667.0,4.03490477802102,0.14285714285714285,Errand/Other,Other
952,17128573,1712857302,2017,Home not in Seattle,Pierce,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Neither or N/A,Very important,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat important,Very important,Very important,Very important,True,21.0,HOV,1.0,0.0,1.5,4.15,1884.0,98667.0,4.026619078780945,0.13333333333333333,Escort,Other
